country,Country id,Date,CRISIS,CAB_Y,EXP_G,STED_R,FXR_G,REER,CRISIS_1
Singapore,3,2005Q4 [YR2005Q4],0,23.26051923,0.181161598,71.05807417,0.031973994,-3.630870957,1
Singapore,3,2006Q1 [YR2006Q1],0,24.16859513,0.18078339,74.15287284,0.08009488,-2.982498257,0
Singapore,3,2006Q2 [YR2006Q2],0,25.07667102,0.162971348,76.50314137,0.116995736,-3.516179033,0
Singapore,3,2006Q3 [YR2006Q3],0,25.98474692,0.143188345,79.48648645,0.119057022,-3.694440831,0
Singapore,3,2006Q4 [YR2006Q4],0,26.89282281,0.084831164,74.82536216,0.173238149,-3.100784337,0
Singapore,3,2007Q1 [YR2007Q1],0,26.95544124,0.094731423,82.24495721,0.131313646,-3.88620723,0
Singapore,3,2007Q2 [YR2007Q2],0,27.01805966,0.123351008,86.14726071,0.122867184,-4.830158132,0
Singapore,3,2007Q3 [YR2007Q3],0,27.08067809,0.233470412,84.49139017,0.182579548,-4.915049914,0
Singapore,3,2007Q4 [YR2007Q4],0,27.14329651,0.30628746,79.0221284,0.19622933,-3.124134611,0
Singapore,3,2008Q1 [YR2008Q1],0,24.12843523,0.341413661,83.9460918,0.288945427,-2.22528518,0
Singapore,3,2008Q2 [YR2008Q2],0,21.11357395,0.293596548,86.90655113,0.226595943,0.476337048,1
Singapore,3,2008Q3 [YR2008Q3],0,18.09871267,-0.092755809,87.64213125,0.107419263,-0.821810908,0
Singapore,3,2008Q4 [YR2008Q4],0,15.08385139,-0.32622137,66.49117755,0.069036745,-0.016044271,0
Singapore,3,2009Q1 [YR2009Q1],0,15.4111121,-0.305833876,69.97908968,-0.063249744,-2.040826226,0
Singapore,3,2009Q2 [YR2009Q2],0,15.73837281,-0.247983869,66.1422286,-0.019585571,-3.087535891,1
Singapore,3,2009Q3 [YR2009Q3],0,16.06563352,0.042089229,64.23507954,0.078501041,-4.285653455,0
Singapore,3,2009Q4 [YR2009Q4],0,16.39289424,0.407323274,60.82094415,0.078230695,-4.692384939,0
Singapore,3,2010Q1 [YR2010Q1],0,18.02797384,0.286064461,57.43828581,0.185861852,-3.905074493,0
Singapore,3,2010Q2 [YR2010Q2],0,19.66305345,0.205958506,59.69065271,0.154725397,-1.052120637,0
Singapore,3,2010Q3 [YR2010Q3],0,21.29813306,0.140903567,65.45672207,0.17942555,-0.36506745,0
Singapore,3,2010Q4 [YR2010Q4],0,22.93321266,0.170893912,67.19783066,0.202094232,0.132621201,0
Singapore,3,2011Q1 [YR2011Q1],0,22.75462845,0.268364577,65.91357911,0.188137001,0.886109132,0
Singapore,3,2011Q2 [YR2011Q2],0,22.57604423,0.247330941,70.95042398,0.211906198,2.15342976,0
Singapore,3,2011Q3 [YR2011Q3],0,22.39746001,0.103785028,78.60833294,0.088407544,2.283797349,0
Singapore,3,2011Q4 [YR2011Q4],0,22.21887579,0.101956622,71.56314349,0.053322976,0.496928546,0
Singapore,3,2012Q1 [YR2012Q1],0,21.07506003,0.026515459,79.70493424,0.040296681,3.577766413,1
Singapore,3,2012Q2 [YR2012Q2],0,19.93124427,-0.030809003,82.66199652,0.004524182,4.461725898,0
Singapore,3,2012Q3 [YR2012Q3],0,18.78742851,0.098728832,77.05014849,0.079376763,6.616951652,1
Singapore,3,2012Q4 [YR2012Q4],0,17.64361274,0.032318161,77.28364005,0.090798647,7.840493358,0
Singapore,3,2013Q1 [YR2013Q1],0,17.15950646,0.028356293,80.80975846,0.060018129,7.669754088,0
Singapore,3,2013Q2 [YR2013Q2],0,16.67540017,0.054674654,83.85788579,0.067571203,5.86270136,0
Singapore,3,2013Q3 [YR2013Q3],0,16.19129388,0.01978482,89.82376926,0.063347277,6.157871696,0
Singapore,3,2013Q4 [YR2013Q4],0,15.70718759,0.036849607,94.79253421,0.053145197,6.408610983,0
Singapore,3,2014Q1 [YR2014Q1],0,16.26812117,-0.012530395,99.12544647,0.057203943,4.595803477,0
Singapore,3,2014Q2 [YR2014Q2],0,16.82905474,0.031817249,98.12219676,0.069945304,4.684991551,0
Singapore,3,2014Q3 [YR2014Q3],0,17.38998832,-0.020561576,102.6338514,-0.007350418,5.118499109,1
Singapore,3,2014Q4 [YR2014Q4],0,17.9509219,-0.136289773,96.22941978,-0.059447467,4.92899244,0
Singapore,3,2015Q1 [YR2015Q1],0,18.13636202,-0.162794468,102.4163794,-0.08995769,3.387852781,0
Singapore,3,2015Q2 [YR2015Q2],0,18.32180213,-0.216094292,99.17206,-0.088888598,5.167839238,0
Singapore,3,2015Q3 [YR2015Q3],0,18.50724225,-0.175773421,94.25645263,-0.054531863,1.284181176,0
Singapore,3,2015Q4 [YR2015Q4],1,18.69268237,-0.146301034,87.28150693,-0.0354928,2.13850416,1
Singapore,3,2016Q1 [YR2016Q1],1,18.43112442,-0.087545831,93.7103416,-0.008915822,2.135278326,1
Singapore,3,2016Q2 [YR2016Q2],0,18.16956648,-0.059518328,92.87414732,-0.017460591,1.958051102,0
Singapore,3,2016Q3 [YR2016Q3],0,17.90800853,0.047132547,94.759352,0.007040826,0.564116265,0
Singapore,3,2016Q4 [YR2016Q4],0,17.64645058,0.133401037,100.6158683,-0.004723938,-0.667270947,0
Singapore,3,2017Q1 [YR2017Q1],0,17.56057115,0.08644102,100.8577787,0.054628523,-0.20605834,0
Singapore,3,2017Q2 [YR2017Q2],0,17.47469172,0.14402354,102.7667725,0.070142089,-0.887128615,0
Singapore,3,2017Q3 [YR2017Q3],0,17.3888123,0.096447637,103.1587475,0.086905689,-0.832626387,0
Singapore,3,2017Q4 [YR2017Q4],0,17.30293287,0.08405728,101.7053826,0.135267452,-0.739222805,0
Singapore,3,2018Q1 [YR2018Q1],0,16.76532464,0.136934446,105.7227023,0.106057569,-1.534233752,0
Singapore,3,2018Q2 [YR2018Q2],0,16.22771641,0.065181888,108.3260264,0.081699536,-0.84856919,0
Singapore,3,2018Q3 [YR2018Q3],0,15.69010819,0.083038931,100.6049476,0.057831845,-1.416085986,0
Singapore,3,2018Q4 [YR2018Q4],0,15.15249996,0.016360617,105.9087257,0.027802884,-0.64228715,1
Singapore,3,2019Q1 [YR2019Q1],0,14.97798708,-0.042781733,107.2160161,0.030258459,-0.156262742,0
Singapore,3,2019Q2 [YR2019Q2],1,14.8034742,-0.049249458,118.0100765,-0.048981057,-0.951063765,1
Singapore,3,2019Q3 [YR2019Q3],0,14.62896132,-0.057219492,117.0254615,-0.065562574,-1.628199883,0
Singapore,3,2019Q4 [YR2019Q4],0,14.45444844,-0.034920156,116.118236,-0.028616851,-0.827597633,0
Singapore,3,2020Q1 [YR2020Q1],0,15.0502071,-0.168435393,120.698563,-0.05644915,-4.216655287,0
Singapore,3,2020Q2 [YR2020Q2],0,15.64596576,-0.093960921,105.6543665,0.14083561,-3.389542842,0
Singapore,3,2020Q3 [YR2020Q3],0,16.24172441,-0.046259119,97.37270541,0.205100991,-2.816118437,0
Singapore,3,2020Q4 [YR2020Q4],0,16.83748307,0.039943071,91.39541135,0.296693617,-2.905071497,0
Singapore,3,2021Q1 [YR2021Q1],0,17.15760769,0.338598797,87.62598127,0.360704319,-2.26231299,0
Singapore,3,2021Q2 [YR2021Q2],0,17.4777323,0.269402506,82.94640044,0.2698827,-1.848028644,0
Singapore,3,2021Q3 [YR2021Q3],0,17.79785692,0.231154816,82.92043836,0.265806823,-1.449736094,0
Singapore,3,2021Q4 [YR2021Q4],0,18.11798154,0.249003098,85.0478132,0.149170393,-0.461399105,0
Philippines,4,1996Q4 [YR1996Q4],0,-4.17652404,0.163391495,82.9370652,0.572505006,11.02449161,0
Philippines,4,1997Q1 [YR1997Q1],0,-4.288268192,0.177686352,3.861218816,0.484347904,16.7931328,0
Philippines,4,1997Q2 [YR1997Q2],0,-4.400012343,0.188285252,95.69399344,0.158439715,17.30939371,1
Philippines,4,1997Q3 [YR1997Q3],0,-4.511756495,0.103274831,13.64831954,-0.035943817,0.912839119,0
Philippines,4,1997Q4 [YR1997Q4],0,-4.623500646,-0.065992852,177.5544742,-0.274476781,-3.723492351,0
Philippines,4,1998Q1 [YR1998Q1],0,-2.948780089,-0.221426249,24.58141328,-0.24656746,-4.390051137,0
Philippines,4,1998Q2 [YR1998Q2],0,-1.274059531,-0.207718479,130.0168802,-0.076770541,-1.694061848,0
Philippines,4,1998Q3 [YR1998Q3],0,0.400661027,-0.162929712,16.45099367,-0.043668844,-8.624259354,0
Philippines,4,1998Q4 [YR1998Q4],1,2.075381584,-0.001925677,118.0270343,0.270869951,-0.440177415,1
Philippines,4,1999Q1 [YR1999Q1],0,0.717268466,0.145961985,14.52472217,0.452491323,4.374799973,0
Philippines,4,1999Q2 [YR1999Q2],0,-0.640844652,0.167955777,83.27899585,0.362355845,8.54900548,0
Philippines,4,1999Q3 [YR1999Q3],0,-1.99895777,0.159897472,17.90335226,0.413848353,2.311542651,0
Philippines,4,1999Q4 [YR1999Q4],0,-3.357070888,0.153744849,67.22823873,0.430829404,1.632066892,0
Philippines,4,2000Q1 [YR2000Q1],0,-3.183516133,0.253372149,61.04319671,0.247078424,3.190971612,0
Philippines,4,2000Q2 [YR2000Q2],0,-3.009961379,0.248696086,58.44384457,0.089921333,1.51932761,0
Philippines,4,2000Q3 [YR2000Q3],0,-2.836406624,0.180450503,57.65319707,0.018604611,-1.553070609,0
Philippines,4,2000Q4 [YR2000Q4],0,-2.66285187,0.090092392,63.06235581,-0.013527277,-5.240184522,0
Philippines,4,2001Q1 [YR2001Q1],0,-2.551489075,-0.119971796,61.87108068,-0.101206353,0.088468394,1
Philippines,4,2001Q2 [YR2001Q2],0,-2.440126281,-0.223763539,66.47329806,-0.061842732,-2.425190627,0
Philippines,4,2001Q3 [YR2001Q3],0,-2.328763487,-0.212255339,67.35194786,-0.052185033,-2.242125889,0
Philippines,4,2001Q4 [YR2001Q4],0,-2.217400693,-0.194231974,68.67616005,0.029493318,-0.321770914,0
Philippines,4,2002Q1 [YR2002Q1],0,-1.74667318,-0.023509731,53.07304556,0.169745914,2.507439774,0
Philippines,4,2002Q2 [YR2002Q2],0,-1.275945666,0.087380804,60.62314593,0.135590993,0.949842059,1
Philippines,4,2002Q3 [YR2002Q3],0,-0.805218153,0.087887037,62.92473499,0.082464806,-1.721297241,0
Philippines,4,2002Q4 [YR2002Q4],0,-0.334490639,0.201821456,56.46217142,-0.010909071,-4.076613557,0
Philippines,4,2003Q1 [YR2003Q1],0,-0.169008261,0.078109056,67.64643123,-0.118795317,-6.60075857,0
Philippines,4,2003Q2 [YR2003Q2],0,-0.003525882,0.071524254,74.35518044,-0.091848329,-5.508907418,0
Philippines,4,2003Q3 [YR2003Q3],0,0.161956496,0.162498183,85.1751284,-0.018608296,-7.880978487,0
Philippines,4,2003Q4 [YR2003Q4],0,0.327438875,0.141218137,82.95207041,0.024427039,-10.58747111,0
Philippines,4,2004Q1 [YR2004Q1],0,0.673201604,0.171422865,69.68983003,0.001559448,-11.49552198,0
Philippines,4,2004Q2 [YR2004Q2],0,1.018964333,0.147526079,63.98688762,0.015026483,-9.679387397,0
Philippines,4,2004Q3 [YR2004Q3],0,1.364727063,0.098439319,68.82776491,-0.028081512,-8.86723502,0
Philippines,4,2004Q4 [YR2004Q4],0,1.710489792,0.023389935,74.32921229,-0.039443004,-11.40788781,0
Philippines,4,2005Q1 [YR2005Q1],0,1.746094309,0.061301054,68.82467745,0.046085885,-8.924314064,0
Philippines,4,2005Q2 [YR2005Q2],0,1.781698826,0.064464988,72.01270857,0.146452336,-7.512304524,0
Philippines,4,2005Q3 [YR2005Q3],0,1.817303343,0.030826841,74.75837199,0.253963981,-8.546711623,0
Philippines,4,2005Q4 [YR2005Q4],1,1.85290786,0.072965102,79.46568516,0.214214585,-2.683055726,1
Philippines,4,2006Q1 [YR2006Q1],0,2.753312257,0.061419732,73.30526763,0.290878974,0.655932729,0
Philippines,4,2006Q2 [YR2006Q2],0,3.653716654,0.144472337,63.41539131,0.203300539,-4.492189199,0
Philippines,4,2006Q3 [YR2006Q3],0,4.554121052,0.128863056,62.85834255,0.179827101,-0.157993915,1
Philippines,4,2006Q4 [YR2006Q4],0,5.454525449,0.115041009,51.23442145,0.257405479,-0.062769438,0
Philippines,4,2007Q1 [YR2007Q1],0,5.384637678,0.117326662,50.81145531,0.214478495,0.86456881,0
Philippines,4,2007Q2 [YR2007Q2],0,5.314749906,0.056797128,52.48395233,0.287313401,4.67673327,0
Philippines,4,2007Q3 [YR2007Q3],0,5.244862135,0.222696747,45.39665758,0.478633949,2.464333348,0
Philippines,4,2007Q4 [YR2007Q4],0,5.174974364,0.230846153,43.1901427,0.508612513,9.65727885,0
Philippines,4,2008Q1 [YR2008Q1],0,3.901054765,0.243294579,45.02320157,0.513333483,7.43566467,0
Philippines,4,2008Q2 [YR2008Q2],0,2.627135166,0.232628377,39.03894427,0.396275595,3.291426919,0
Philippines,4,2008Q3 [YR2008Q3],0,1.353215567,-0.13450313,34.41988463,0.190363635,5.5989108,0
Philippines,4,2008Q4 [YR2008Q4],0,0.079295968,-0.328239762,24.21301408,0.0987169,0.457954282,0
Philippines,4,2009Q1 [YR2009Q1],0,1.259668152,-0.300982835,26.32646592,0.051541449,3.260689274,0
Philippines,4,2009Q2 [YR2009Q2],0,2.440040337,-0.222563591,28.43190268,0.061939722,-0.294911144,0
Philippines,4,2009Q3 [YR2009Q3],0,3.620412521,0.127127862,28.53501315,0.13101544,-3.258497773,0
Philippines,4,2009Q4 [YR2009Q4],0,4.800784705,0.477731361,32.92431035,0.168409519,-0.772725047,0
Philippines,4,2010Q1 [YR2010Q1],0,4.461941511,0.463884375,24.46227753,0.149447017,1.271872923,0
Philippines,4,2010Q2 [YR2010Q2],0,4.123098316,0.270927603,27.76946198,0.203195305,2.021967964,0
Philippines,4,2010Q3 [YR2010Q3],0,3.784255121,0.189149426,28.71255243,0.235633631,2.348690452,0
Philippines,4,2010Q4 [YR2010Q4],0,3.445411927,0.163155567,28.18317346,0.427506238,1.631586007,0
Philippines,4,2011Q1 [YR2011Q1],0,3.186356105,0.093831682,26.56395188,0.485622019,0.686085158,0
Philippines,4,2011Q2 [YR2011Q2],0,2.927300284,0.15812226,26.61476895,0.466845463,-0.891129756,0
Philippines,4,2011Q3 [YR2011Q3],0,2.668244463,0.098744021,24.12088375,0.460698063,-0.195187558,0
Philippines,4,2011Q4 [YR2011Q4],0,2.409188641,0.11420066,19.3179692,0.215430862,-0.189364093,0
Philippines,4,2012Q1 [YR2012Q1],0,2.470211115,0.104155307,22.76161246,0.115138523,0.997278047,0
Philippines,4,2012Q2 [YR2012Q2],0,2.531233588,0.048980711,21.54122102,0.077706025,2.613253192,0
Philippines,4,2012Q3 [YR2012Q3],0,2.592256062,0.084983603,21.31936473,0.048261836,3.350570101,0
Philippines,4,2012Q4 [YR2012Q4],0,2.653278535,-0.002977294,21.56041662,0.091971131,5.144190199,0
Philippines,4,2013Q1 [YR2013Q1],0,2.992371651,0.035808541,22.84438125,0.127346316,9.067240315,0
Philippines,4,2013Q2 [YR2013Q2],0,3.331464768,0.045544561,21.39309466,0.112520254,3.963251296,0
Philippines,4,2013Q3 [YR2013Q3],0,3.670557884,0.065008868,22.23158539,0.060311095,1.627355657,0
Philippines,4,2013Q4 [YR2013Q4],0,4.009651001,0.104138525,21.69467185,0.030079829,1.95671705,0
Philippines,4,2014Q1 [YR2014Q1],0,3.91114897,0.075825971,19.45225553,-0.032557445,-0.21117897,0
Philippines,4,2014Q2 [YR2014Q2],0,3.81264694,0.107144451,16.3958138,-0.015541946,1.559927718,0
Philippines,4,2014Q3 [YR2014Q3],0,3.71414491,0.015167822,14.89690067,-0.043568278,3.71512752,0
Philippines,4,2014Q4 [YR2014Q4],0,3.61564288,-0.051604238,17.99301994,-0.047981073,6.684675817,0
Philippines,4,2015Q1 [YR2015Q1],0,3.304469104,-0.090643676,16.73004962,0.019295903,10.91434253,0
Philippines,4,2015Q2 [YR2015Q2],0,2.993295328,-0.109259023,17.8686624,0.011292725,8.308868633,0
Philippines,4,2015Q3 [YR2015Q3],0,2.682121551,-0.068995774,17.5248976,0.02150879,5.359584472,0
Philippines,4,2015Q4 [YR2015Q4],0,2.370947775,-0.018464688,20.79467496,0.026464588,5.650319303,0
Philippines,4,2016Q1 [YR2016Q1],0,1.684145095,0.10130657,19.97695169,0.030002259,4.130666705,0
Philippines,4,2016Q2 [YR2016Q2],0,0.997342414,0.080232768,18.71292634,0.050251877,3.103185253,0
Philippines,4,2016Q3 [YR2016Q3],0,0.310539734,0.131421632,18.99112791,0.058425993,-0.326843447,0
Philippines,4,2016Q4 [YR2016Q4],0,-0.376262947,0.152727154,21.99621462,-0.007182507,0.284426351,0
Philippines,4,2017Q1 [YR2017Q1],0,-0.445294128,0.077681862,19.12720449,-0.029334137,-2.267005504,0
Philippines,4,2017Q2 [YR2017Q2],0,-0.514325309,0.136470381,20.66121878,-0.044995472,-3.266082454,0
Philippines,4,2017Q3 [YR2017Q3],0,-0.58335649,0.144567642,23.79243169,-0.063403313,-7.480313812,0
Philippines,4,2017Q4 [YR2017Q4],0,-0.652387671,0.102979949,24.46066635,-0.002781208,-5.516676185,0
Philippines,4,2018Q1 [YR2018Q1],0,-1.129138654,0.173350071,20.91010916,-0.011913548,-10.27439591,0
Philippines,4,2018Q2 [YR2018Q2],0,-1.605889638,0.12621801,24.11536593,-0.052717694,-8.61274186,0
Philippines,4,2018Q3 [YR2018Q3],0,-2.082640621,0.042881694,21.51787254,-0.075939987,-6.991563378,0
Philippines,4,2018Q4 [YR2018Q4],0,-2.559391605,0.021978818,26.09514408,-0.029887214,-4.949184174,0
Philippines,4,2019Q1 [YR2019Q1],0,-2.121683236,-0.029043994,29.81060959,0.045235411,-5.236941544,0
Philippines,4,2019Q2 [YR2019Q2],0,-1.683974867,-0.004627636,25.1053759,0.104920896,-3.965936718,0
Philippines,4,2019Q3 [YR2019Q3],0,-1.246266497,0.02242051,25.36618235,0.151486693,-3.848762119,0
Philippines,4,2019Q4 [YR2019Q4],0,-0.808558128,-0.042706454,24.86530048,0.123645833,-1.344455366,0
Philippines,4,2020Q1 [YR2020Q1],0,0.193743992,-0.263065657,21.08652741,0.072233756,-0.181570815,0
Philippines,4,2020Q2 [YR2020Q2],0,1.196046111,-0.040743529,16.7926622,0.111008748,1.678254938,0
Philippines,4,2020Q3 [YR2020Q3],0,2.198348231,-0.019843932,17.32753906,0.145462555,3.273569252,0
Philippines,4,2020Q4 [YR2020Q4],0,3.20065035,0.173950478,19.8953938,0.234121415,3.27333658,0
Philippines,4,2021Q1 [YR2021Q1],0,1.961372744,0.656380264,15.55804309,0.179639696,3.518079651,1
Philippines,4,2021Q2 [YR2021Q2],0,0.722095139,0.291130641,16.22516141,0.133799759,3.272011008,0
Philippines,4,2021Q3 [YR2021Q3],0,-0.517182467,0.361274353,13.51761318,0.100157692,-0.328400755,0
Philippines,4,2021Q4 [YR2021Q4],0,-1.756460073,0.210066728,17.26877075,0.0096393,0.3304014,0
Malaysia,5,1996Q4 [YR1996Q4],0,-4.424102664,0.010878834,42.9109845,0.136069909,15.30984056,0
Malaysia,5,1997Q1 [YR1997Q1],0,-4.801810884,0.176311597,2.360168481,0.178761268,22.8841638,0
Malaysia,5,1997Q2 [YR1997Q2],0,-5.179519104,0.05469888,63.62684256,0.040866011,19.97666531,0
Malaysia,5,1997Q3 [YR1997Q3],0,-5.557227324,-0.057665205,3.262745109,-0.150053318,3.936530213,0
Malaysia,5,1997Q4 [YR1997Q4],0,-5.934935544,-0.183875427,70.32348015,-0.230333908,-12.03006,0
Malaysia,5,1998Q1 [YR1998Q1],0,-1.150321347,-0.326949931,1.14118869,-0.285312415,-7.772180668,0
Malaysia,5,1998Q2 [YR1998Q2],0,3.63429285,-0.299324855,53.82818929,-0.258956679,-10.00488516,0
Malaysia,5,1998Q3 [YR1998Q3],0,8.418907047,-0.22430408,1.64232295,-0.065745486,-6.46387932,0
Malaysia,5,1998Q4 [YR1998Q4],0,13.20352124,-0.058197684,35.5290447,0.229512176,-9.757474399,0
Malaysia,5,1999Q1 [YR1999Q1],0,13.88366094,0.067075051,1.418580479,0.37042657,-6.073692339,0
Malaysia,5,1999Q2 [YR1999Q2],0,14.56380063,0.207601187,26.61972362,0.551719585,-5.224030064,0
Malaysia,5,1999Q3 [YR1999Q3],1,15.24394032,0.290986664,1.14345062,0.503876693,-6.435458672,1
Malaysia,5,1999Q4 [YR1999Q4],0,15.92408001,0.266540447,26.1375712,0.196749057,-6.15277689,0
Malaysia,5,2000Q1 [YR2000Q1],0,14.20553963,0.315248007,22.56886673,0.238990711,-4.939253592,0
Malaysia,5,2000Q2 [YR2000Q2],0,12.48699925,0.327506499,21.77363058,0.049953455,-3.577511408,0
Malaysia,5,2000Q3 [YR2000Q3],0,10.76845887,0.14699449,21.44933325,-0.016322174,-1.183557201,0
Malaysia,5,2000Q4 [YR2000Q4],0,9.049918491,0.082685154,28.39409902,-0.073829956,0.506348896,0
Malaysia,5,2001Q1 [YR2001Q1],0,8.750828704,-0.111407123,33.67967875,-0.236475956,2.574921554,0
Malaysia,5,2001Q2 [YR2001Q2],0,8.451738917,-0.203411123,34.70793443,-0.233083148,4.687594423,0
Malaysia,5,2001Q3 [YR2001Q3],0,8.152649131,-0.157645594,30.02320471,-0.074151088,2.931445189,0
Malaysia,5,2001Q4 [YR2001Q4],0,7.853559344,-0.070198065,30.56672603,0.042092314,5.834077698,0
Malaysia,5,2002Q1 [YR2002Q1],0,7.672533363,0.090571296,29.40144389,0.224996027,7.897578336,0
Malaysia,5,2002Q2 [YR2002Q2],0,7.491507382,0.145069991,25.55728558,0.312585739,4.082622494,0
Malaysia,5,2002Q3 [YR2002Q3],0,7.310481401,0.091766115,25.72230141,0.152397504,3.561614865,0
Malaysia,5,2002Q4 [YR2002Q4],0,7.12945542,0.07973454,29.34293948,0.130015885,2.659033085,0
Malaysia,5,2003Q1 [YR2003Q1],0,8.382679204,0.085074107,26.8194893,0.071493731,0.801952189,0
Malaysia,5,2003Q2 [YR2003Q2],0,9.635902988,0.099700153,29.89690587,0.11177751,-1.27121168,0
Malaysia,5,2003Q3 [YR2003Q3],0,10.88912677,0.181711221,28.59739956,0.21269651,-0.817539687,0
Malaysia,5,2003Q4 [YR2003Q4],0,12.14235056,0.208009783,23.93334482,0.31357408,-4.14001922,0
Malaysia,5,2004Q1 [YR2004Q1],0,12.12870637,0.147216952,25.26173222,0.494882158,-4.785390365,0
Malaysia,5,2004Q2 [YR2004Q2],0,12.11506218,0.144252629,22.08004156,0.473793332,-4.060321501,0
Malaysia,5,2004Q3 [YR2004Q3],0,12.101418,0.130782541,22.88548065,0.413228667,-3.953001685,0
Malaysia,5,2004Q4 [YR2004Q4],0,12.08777381,0.076106011,26.03326814,0.503389368,-7.626904745,0
Malaysia,5,2005Q1 [YR2005Q1],0,12.54583023,0.102281157,24.06775163,0.422077706,-7.617937611,0
Malaysia,5,2005Q2 [YR2005Q2],0,13.00388665,0.09337016,26.84936569,0.405973802,-4.491816879,0
Malaysia,5,2005Q3 [YR2005Q3],0,13.46194307,0.081511864,26.53066242,0.422463557,-3.673214652,0
Malaysia,5,2005Q4 [YR2005Q4],0,13.9199995,0.159908535,24.69581855,0.060364717,-1.971965895,0
Malaysia,5,2006Q1 [YR2006Q1],0,14.46595542,0.164701077,28.81237803,0.0203467,0.134558371,0
Malaysia,5,2006Q2 [YR2006Q2],0,15.01191135,0.193464122,29.80544161,0.053797328,-1.180629779,0
Malaysia,5,2006Q3 [YR2006Q3],0,15.55786727,0.153629656,31.97019445,-0.005499827,-1.752880523,0
Malaysia,5,2006Q4 [YR2006Q4],0,16.1038232,0.120786479,27.42769166,0.175704219,-0.023344432,0
Malaysia,5,2007Q1 [YR2007Q1],0,15.92318229,0.113561566,27.34274365,0.207150308,1.73534507,0
Malaysia,5,2007Q2 [YR2007Q2],0,15.74254138,0.101905227,22.00456441,0.250229432,1.74113215,0
Malaysia,5,2007Q3 [YR2007Q3],0,15.56190047,0.198412435,16.89671033,0.235872414,-1.474562204,0
Malaysia,5,2007Q4 [YR2007Q4],0,15.38125957,0.232583123,21.88097132,0.229957697,0.206672999,0
Malaysia,5,2008Q1 [YR2008Q1],0,15.75085216,0.264258033,23.9340125,0.359523435,0.551092678,0
Malaysia,5,2008Q2 [YR2008Q2],0,16.12044474,0.195798096,28.82368062,0.279488517,2.163346729,0
Malaysia,5,2008Q3 [YR2008Q3],0,16.49003733,-0.10391098,26.16915355,0.117857361,0.27429549,0
Malaysia,5,2008Q4 [YR2008Q4],0,16.85962992,-0.343680235,24.72329613,-0.097708395,-1.350445999,0
Malaysia,5,2009Q1 [YR2009Q1],0,16.57547172,-0.316822749,23.13519263,-0.271160514,-1.643075379,0
Malaysia,5,2009Q2 [YR2009Q2],0,16.29131353,-0.192869519,19.98045483,-0.273557808,-2.837124033,0
Malaysia,5,2009Q3 [YR2009Q3],0,16.00715534,0.113445721,19.77634257,-0.13372298,-4.715520087,0
Malaysia,5,2009Q4 [YR2009Q4],0,15.72299714,0.477689335,18.0841416,0.046987205,-3.318835985,0
Malaysia,5,2010Q1 [YR2010Q1],0,14.30617747,0.45098258,22.18642915,0.07513694,0.110499998,0
Malaysia,5,2010Q2 [YR2010Q2],0,12.88935779,0.258410554,22.32056337,0.023930653,4.425170323,1
Malaysia,5,2010Q3 [YR2010Q3],0,11.47253811,0.160514794,27.26781139,0.046351852,5.453952673,0
Malaysia,5,2010Q4 [YR2010Q4],0,10.05571843,0.206584934,24.72453093,0.099044776,3.400497785,0
Malaysia,5,2011Q1 [YR2011Q1],0,10.26803665,0.166123014,28.48312693,0.193160336,4.27177582,0
Malaysia,5,2011Q2 [YR2011Q2],0,10.48035486,0.148610214,31.00971753,0.4203404,2.825496649,0
Malaysia,5,2011Q3 [YR2011Q3],0,10.69267307,0.108212806,26.89632084,0.3010418,1.757973194,0
Malaysia,5,2011Q4 [YR2011Q4],0,10.90499128,0.085883608,24.52944179,0.256443363,1.236943999,0
Malaysia,5,2012Q1 [YR2012Q1],0,9.475938025,0.076350975,26.52435267,0.192469929,4.612862657,0
Malaysia,5,2012Q2 [YR2012Q2],0,8.046884773,0.022785914,25.20700193,-0.00138686,1.750446081,0
Malaysia,5,2012Q3 [YR2012Q3],0,6.617831522,0.09638569,30.39522915,0.048844183,2.749538378,0
Malaysia,5,2012Q4 [YR2012Q4],0,5.18877827,0.078228006,25.50884561,0.045556758,4.078016501,0
Malaysia,5,2013Q1 [YR2013Q1],0,4.758117112,0.030648484,23.31073547,0.030155599,5.483559213,0
Malaysia,5,2013Q2 [YR2013Q2],1,4.327455953,0.049983909,26.63455561,0.017338746,5.396348655,1
Malaysia,5,2013Q3 [YR2013Q3],0,3.896794795,0.057585848,31.46504346,-0.003065077,3.121022039,0
Malaysia,5,2013Q4 [YR2013Q4],0,3.466133636,-0.038996525,32.08802546,-0.03149472,3.820982451,0
Malaysia,5,2014Q1 [YR2014Q1],0,3.697511561,0.035746157,33.59361772,-0.065758298,3.591548327,0
Malaysia,5,2014Q2 [YR2014Q2],0,3.928889485,0.015273284,36.70429223,-0.031956179,5.164110759,0
Malaysia,5,2014Q3 [YR2014Q3],0,4.16026741,-0.073579653,35.88309411,-0.067242512,8.138697235,0
Malaysia,5,2014Q4 [YR2014Q4],0,4.391645334,-0.063905009,36.84525816,-0.141425619,5.432323823,0
Malaysia,5,2015Q1 [YR2015Q1],0,4.045964782,-0.179761438,37.38830563,-0.194366464,2.849610404,0
Malaysia,5,2015Q2 [YR2015Q2],0,3.700284229,-0.178508076,37.35759999,-0.201560845,2.568462657,0
Malaysia,5,2015Q3 [YR2015Q3],1,3.354603677,-0.194497556,42.62844805,-0.269094238,-8.4582595,1
